Description,Index,Scenario,Perspective,Ambiguity
All the way to the left and farthest away from you is an orange block. Pick it up.,1092,Configuration_10_v1.png,ambiguous,2
There is one orange block that is not near any other blocks - it is in the top left corner - please pick that one up.,610,Configuration_10_v1.png,ambiguous,2
Pick up the orange block that is the farthest away from you on your left side.,488,Configuration_10_v1.png,agent,1
Pick up the brown block on your left that is closest to me.,1306,Configuration_10_v1.png,agent,1
Grab the orange block that is to the furthest right of you.,156,Configuration_10_v1.png,ambiguous,2
Pick up the box furthest to your left.,1490,Configuration_10_v1.png,agent,1
"Pick up the orange block that is the furthest away, and which is spaced away from the rest of the blocks.",690,Configuration_10_v1.png,ambiguous,2
Pick up the solitary orange block closest to me,654,Configuration_10_v1.png,neither,1
Please pick up the orange block that is closest to me.,626,Configuration_10_v1.png,neither,1
Pick up the orange block furthest from you.,1216,Configuration_10_v1.png,neither,1
Pick up the orange block that is off by itself.,1317,Configuration_10_v1.png,neither,1
pick up the farthest away orange block,1567,Configuration_10_v1.png,ambiguous,2
Pick the orange colored block that is further from you on your left.,1450,Configuration_10_v1.png,agent,1
There is one orange block separated from the other ones. Please pick this one.,1118,Configuration_10_v1.png,neither,1
Pick up the orange block farthest to your left.,1552,Configuration_10_v1.png,agent,1
Pick up the block on your right side thats closest to you.,1500,Configuration_10_v2.png,agent,3
"To your right, grab the block closest to you that is crooked.",1530,Configuration_10_v2.png,agent,2
Pick up the orange block that is to the bottom left of the furthest right blue block,109,Configuration_10_v2.png,ambiguous,1
pick up right arm and pick up first block from the front.,181,Configuration_10_v2.png,ambiguous,2
Please pick up the orange block nearest to you on your right hand side.,205,Configuration_10_v2.png,agent,1
Pick up the orange block that is the closest to you,291,Configuration_10_v2.png,neither,1
Choose the orange block that is closest to you.,333,Configuration_10_v2.png,neither,1
Pick up the orange block that is the closest to you.,353,Configuration_10_v2.png,neither,1
grab the orange block that is closest to you.,387,Configuration_10_v2.png,neither,1
Grab the orange block closest to you on the table.,431,Configuration_10_v2.png,neither,1
Pick up the orange block that is closest to you.,439,Configuration_10_v2.png,neither,1
please pick up the orange block on the left next to the blue,471,Configuration_10_v2.png,ambiguous,2
pick up the first orange block on your right,745,Configuration_10_v2.png,agent,1
"Directly in front of you is an orange block between a yellow and blue block. Please pick up that orange block, which is above the yellow block in front of you.",771,Configuration_10_v2.png,ambiguous,1
Pick up the orange block that is closest to you.,1013,Configuration_10_v2.png,neither,1
Reach straight our with your right hand and grab the tan block that is closest to you.,1045,Configuration_10_v2.png,neither,1
Pick up the orange block closest to you on your right hand side.,1057,Configuration_10_v2.png,agent,1
Pick up the orange block that is directly in front of your right hand,1073,Configuration_10_v2.png,agent,1
Pick up the orange block that is between a blue and a yellow block,1095,Configuration_10_v2.png,neither,2
Grab the closest orange block to you on your right side.,1159,Configuration_10_v2.png,agent,1
Pick up the orange block closest to me.,729,Configuration_10_v2.png,neither,1
Pick the orange block that is closest to you,347,Configuration_10_v2.png,neither,1
Pick up the orange block that is closest to you. It is touching a blue block.,843,Configuration_10_v2.png,neither,1
Grab the orange block that is closest to me.,149,Configuration_10_v2.png,neither,1
"Pick up the orange block which is closest to you, between the blue block and yellow block.",369,Configuration_10_v2.png,neither,1
pick up the closest orange block,909,Configuration_10_v2.png,ambiguous,2
Look for an orange block. Pick up the orange block that is closest to you.,1031,Configuration_10_v2.png,neither,1
Pick up the first orange block on the right side,1005,Configuration_10_v2.png,ambiguous,2
pick up the most southern orange block on your right,1351,Configuration_10_v2.png,ambiguous,2
Pick up the closest orange block.,269,Configuration_10_v2.png,ambiguous,2
Pick up the orange block that is closest to you.,1291,Configuration_10_v2.png,neither,1
Pick up the orange block that is closest to you.,135,Configuration_10_v2.png,neither,1
grab the orange block that is nearest you,1145,Configuration_10_v2.png,neither,1
Narrow search to just orange blocks. Look for the orange block that is closest to you. Pick it up.,785,Configuration_10_v2.png,neither,1
Pick up the orange block that is between a yellow block and a blue block.,515,Configuration_10_v2.png,neither,2
Pick up the orange block that is closer to you than all the other orange blocks.,261,Configuration_10_v2.png,neither,1
There is a yellow block that is closest to my end of the table in the middle.  You are to pick up the orange block that is to its left.,533,Configuration_10_v2.png,ambiguous,2
Pick up the closest orange block to you.,937,Configuration_10_v2.png,neither,1
Pick up the orange block closest to you.,303,Configuration_10_v2.png,neither,1
Pick up the orange block that is closest to you; it is directly between the yellow and blue blocks.,885,Configuration_10_v2.png,neither,1
Pick up the orange block that's closest to you. It's in the right half of the group of blocks from your perspective.,951,Configuration_10_v2.png,neither,1
Pick up the orange block closest to you.,761,Configuration_10_v2.png,neither,1
Pick up the orange block closest to you.,183,Configuration_10_v2.png,neither,1
Pick up the closest orange block on your right side.,953,Configuration_10_v2.png,agent,1
Pick up the orange block that is furthest away from me.,231,Configuration_10_v2.png,neither,1
Pick up the yellow block surrounded by three green blocks and one blue block.,1010,Configuration_11_v1.png,neither,1
Pick up the yellow block closest to you that is also touching the left-most blue block.,1286,Configuration_11_v1.png,ambiguous,1
grab the second closest yellow block on your right.,384,Configuration_11_v1.png,agent,1
pick up left arm and pick up block to the left in the middle.,178,Configuration_11_v1.png,ambiguous,5
"Move the green block out of the way, pull the yellow block toward you, and scoop it off the table.",1038,Configuration_11_v1.png,ambiguous,5
Pick up the yellow block that's in the middle of three green and one blue block.,1060,Configuration_11_v1.png,neither,2
pick up the yellow block that is second from the left.,410,Configuration_11_v1.png,ambiguous,2
Pick up the yellow block that is surrounded by three green blocks and one blue block.,1096,Configuration_11_v1.png,neither,1
"Pick up the yellow block in between those 2 green blocks, and that blue block.",20,Configuration_11_v1.png,neither,1
"On the right, you can see a column of green, yellow, blue. Pick up the yellow.",686,Configuration_11_v1.png,ambiguous,3
From your perspective i would pick the yellow cube the is second farthest left.,80,Configuration_11_v1.png,agent,1
You are to pick up a yellow block on your left side. It is not the block closest to you and all alone. It is the one the is below the blue block and has a green block on the right of it.,866,Configuration_11_v1.png,agent,1
Grab the yellow block that is completely surrounded by 3 green blocks and 1 blue block and 1 other yellow block.,1150,Configuration_11_v1.png,neither,1
It is more towards the right side of the table. It is the 4th block from the top on the right side.,554,Configuration_11_v1.png,ambiguous,2
Pick up the yellow block that is the second leftmost.,492,Configuration_11_v1.png,ambiguous,2
Pick up the yellow block that is in between the right side of you and me,704,Configuration_11_v1.png,ambiguous,2
"Towards your left, pick the yellow block that is surrounded by green blocks and one blue block.",328,Configuration_11_v1.png,agent,2
"pick the second yellow block, from the left",1200,Configuration_11_v1.png,ambiguous,2
"Pick up the second yellow block to your left, the one in the middle of three green blocks and one blue block.",672,Configuration_11_v1.png,agent,1
Please pick up the yellow block on your left hand side that is surrounded by a few green and one blue block.,206,Configuration_11_v1.png,agent,2
Pick up the yellow block that has three green blocks surrounding it and is next to a blue block.,984,Configuration_11_v1.png,neither,2
the 2nd yellow block from my right,1126,Configuration_11_v1.png,user,1
moving towards me pick up the second yellow block on your left,754,Configuration_11_v1.png,agent,1
"Directly in front of you is a yellow block. Pick up the next yellow block you see, the one right in front of the first.",782,Configuration_11_v1.png,neither,2
Pick up the yellow block that is surrounded by three green blocks and one blue block.,1182,Configuration_11_v1.png,neither,2
Pick up the second yellow block on the left side,998,Configuration_11_v1.png,ambiguous,2
pick up the yellow cube that is in between two green cubes,566,Configuration_11_v1.png,neither,2
Pick up the yellow block next to the green block farthest to your left.,300,Configuration_11_v1.png,agent,2
Grab the 2nd right-most yellow block.,154,Configuration_11_v1.png,ambiguous,2
Pick up the yellow block that is between the two green blocks,1108,Configuration_11_v1.png,neither,2
Take the yellow block that is surrounded by blocks on all sides.,814,Configuration_11_v1.png,neither,1
Grab the yellow block that is farthest on the right and in between a green and yellow block.,160,Configuration_11_v1.png,ambiguous,2
Pick up the second yellow block from the left,648,Configuration_11_v1.png,ambiguous,2
Pick up the yellow block that is between a green block and a blue block.,374,Configuration_11_v1.png,neither,2
Look for a yellow block. Pick up the yellow block that is the second furthest to the right.,1028,Configuration_11_v1.png,ambiguous,2
"On the left side, pick up the yellow block that is in-between the green and yellow block",932,Configuration_11_v1.png,ambiguous,3
Pick up the yellow block on the left that is in front of the blue block,400,Configuration_11_v1.png,ambiguous,2
Pick up the yellow block that is directly in front of the farthest blue block from you.,870,Configuration_11_v1.png,ambiguous,2
Pick up the yellow block that is in between two green blocks and above the blue block.,232,Configuration_11_v1.png,neither,2
Grab the yellow block that is surrounded by three green blocks and a blue block.,1146,Configuration_11_v1.png,neither,1
Pick up the yellow block that is between the green block and the blue block.,732,Configuration_11_v1.png,neither,2
"Find the blue block that is in between two yellow blocks. Looking at only those three blocks, pick up the yellow one that is closest to you.",854,Configuration_11_v1.png,neither,1
Pick up the yellow block that is touch both the green and blue block on your left side,1294,Configuration_11_v1.png,agent,1
There are 3 yellow blocks on the left side of the table.  Please pick up the yellow block that is in the middle of the three yellow blocks.,622,Configuration_11_v1.png,ambiguous,2
Pick up the yellow block second from your far left.,186,Configuration_11_v1.png,agent,1
pick up the middle green block from the 3 in a horizontal row,1365,Configuration_8_v1.png,neither,2
"There is one orange block, the next block closest to my side is yellow pick up the green block that is touching that yellow block.",1301,Configuration_8_v2.png,neither,1
There is a block farthest to your right. Grab the one diagonally to the left of it.,1536,Configuration_11_v2.png,agent,2
"pick up the blue block on your right, closest to you.",1394,Configuration_11_v2.png,agent,1
Grab the blue box closest to you on the table.,433,Configuration_11_v2.png,ambiguous,1
"Please pick up the blue block located closest to you on the table, positioned directly between the green and yellow blocks.",65,Configuration_11_v2.png,neither,1
please pick up the blue block on the left,465,Configuration_11_v2.png,ambiguous,2
Pickup the blue block on the right.,1229,Configuration_11_v2.png,ambiguous,2
Pick up the block all the way to your right.,1501,Configuration_11_v2.png,agent,1
Locate and pick up the blue block standing closest to you,1338,Configuration_11_v2.png,neither,1
"Pick up the block that is the closest to the one right in your direct line of sight. So look straight in front and notice the block that you see first, the block you want to pick up is the one closest to it.",351,Configuration_11_v2.png,agent,1
pick up the blue cube furthest to your right,223,Configuration_11_v2.png,agent,1
"Raise your left hand, place it on the table, slide it forward to the first blue block on your left hand side.",581,Configuration_11_v2.png,agent,1
Pick up the blue block near to the green block.,527,Configuration_11_v2.png,neither,2
the blue block on your right hand side,1163,Configuration_11_v2.png,agent,1
I would ask them to pick the block on their right.,1461,Configuration_11_v2.png,agent,1
reach out and grab the blue block on the right side.,799,Configuration_11_v2.png,ambiguous,2
the blue block that is the closest to you,1574,Configuration_11_v2.png,neither,1
Pick up the blue block closest to you,719,Configuration_11_v2.png,neither,1
Pick up the Blue Block that is closest to you.,313,Configuration_11_v2.png,neither,1
Use your right arm and put it on the edge of the table straight ahead.  Slide your hand sideways until you feel 3 blocks.  Grab the middle one.,1247,Configuration_11_v2.png,agent,1
grab the green block that is closest to you.,1442,Configuration_11_v2.png,neither,1
Pick up the blue block to the bottom left of the rightmost yellow block.,103,Configuration_11_v2.png,ambiguous,2
Pick up the rightmost blue block.,633,Configuration_11_v2.png,ambiguous,2
pick up the blue block on your right,1359,Configuration_11_v2.png,agent,1
Pick up the blue block closest to your right.,123,Configuration_11_v2.png,agent,1
Pick up the blue block that is closest to you.,915,Configuration_11_v2.png,neither,1
Find the two blue blocks on the table.  Pick up the right-most one.,259,Configuration_11_v2.png,ambiguous,2
Pick up the blue box furthest to your right.,1494,Configuration_11_v2.png,agent,1
Pick up the blue block that is closest to you.,689,Configuration_11_v2.png,neither,1
Narrow search to only blue blocks. Find the blue block that is closest to you. Pick it up.,795,Configuration_11_v2.png,neither,1
Pick up the nearest blue block.,239,Configuration_11_v2.png,neither,2
Pick up the blue block on the right.,85,Configuration_11_v2.png,ambiguous,2
Pick up the blue block furthest to your right.,1428,Configuration_11_v2.png,agent,1
Pick up the blue block to your right.,127,Configuration_11_v2.png,agent,1
Pick the blue block that's on the right side of the table - it is pretty close to you.,613,Configuration_11_v2.png,ambiguous,1
Pick up the blue block on your right.,1305,Configuration_11_v2.png,agent,1
Pick up the blue block to your left in between the green and yellow block.,1079,Configuration_11_v2.png,agent,1
Pick up the blue block that is on your right side.,477,Configuration_11_v2.png,agent,1
Pick up the blue block on your right; it lays in between a yellow and green block.,893,Configuration_11_v2.png,agent,1
Pick up the first blue block that is in front of you and slightly to your right side between the green and yellow blocks.,449,Configuration_11_v2.png,agent,1
Pick up the blue block that is closest to you.,1235,Configuration_11_v2.png,neither,1
Pick up the blue block farthest away from you.,1543,Configuration_11_v2.png,neither,1
pick up the blue block on your right in between the green and blue blocks,1346,Configuration_11_v2.png,agent,1
Pick up the blue block on your right.,955,Configuration_11_v2.png,agent,1
There is a block in the right side of the table. Lift your right hand and put it over the table. i will guide you as to what direction and when to pick up the block. It is the 2nd block in.,1412,Configuration_11_v2.png,agent,1
Pick up the closest blue block.,1523,Configuration_11_v2.png,neither,2
It is the block that is 2nd from the bottom starting left.,560,Configuration_12_v1.png,ambiguous,2
Pick up the blue block that's second furthest away from you.,1058,Configuration_12_v1.png,neither,1
"Touch the block that's located on the furthest north from you, and then pick up the closest blue blue block",1332,Configuration_12_v1.png,neither,1
please pick up the blue block underneath the blue and orange blocks,472,Configuration_12_v1.png,ambiguous,4
There are two blue blocks near me please select the one that is near the orange and green blocks.,210,Configuration_12_v1.png,neither,1
There's two blue blocks furthest away from you. Pick up the center one.,680,Configuration_12_v1.png,neither,1
Pick up the blue block that is close to me and is towards the middle,282,Configuration_12_v1.png,neither,1
Pick up the blue block from the two beside each other that is the left.,1094,Configuration_12_v1.png,ambiguous,2
Pick up the blue block that is right above that orange block furthest away from you.,24,Configuration_12_v1.png,ambiguous,3
"Please pick up the blue block that is nearest to the center of the table, and slightly behind the orange block that is also in the center of the table. Do not pick up the blue block that is nearest to me, located directly behind the yellow block.",68,Configuration_12_v1.png,ambiguous,2
pick up right arm and pick up block second to the left.,176,Configuration_12_v1.png,agent,2
grab the blue block that is far away in the center.,1441,Configuration_12_v1.png,neither,2
"Pick up the blue block that is next to another blue block and green block, and above an orange block.",36,Configuration_12_v1.png,ambiguous,2
the blue block farthest back located behind the orange and green blocks,1176,Configuration_12_v1.png,ambiguous,2
The left of the two blue blocks the furthest away from you.,1569,Configuration_12_v1.png,ambiguous,1
Pick up last blue block near the orange block.,522,Configuration_12_v1.png,neither,4
"Come around to my side of the table, and pick up the blue block that is second closest to me.",1042,Configuration_12_v1.png,neither,1
Pick up the blue block at the top of the table located directly to the left of another blue block.,1076,Configuration_12_v1.png,ambiguous,1
Pick up the block in the middle row that is closest to me.,1511,Configuration_12_v1.png,neither,2
the third blue block from my left,1122,Configuration_12_v1.png,user,1
I would ask them to pick up the block that's farthest from them.,1458,Configuration_12_v1.png,neither,1
pick up the blue block that is 2nd closest to me,1368,Configuration_12_v1.png,neither,1
Grab the second furthest blue block away from you.,386,Configuration_12_v1.png,neither,1
Pick up the blue block 2nd closest to you.,1548,Configuration_12_v1.png,neither,1
"Pick up the blue block furthest from you, on your left.",770,Configuration_12_v1.png,agent,1
Pick up the blue block second furthest from you.,1208,Configuration_12_v1.png,neither,1
Furthest away from you there are two blue blocks grouped together. One of those two blocks is near to a green and orange grouping. Take the blue block that is closest to that group.,1452,Configuration_12_v1.png,neither,1
Take the blue block in the back that is next to another blue block.,826,Configuration_12_v1.png,ambiguous,2
pick up the third blue block from your right,898,Configuration_12_v1.png,agent,3
There are 3 blue blocks in front of you and 2 blue blocks further away. Pick left blue block that is furthest.,1515,Configuration_12_v1.png,ambiguous,1
Pick up the blue block that is right below the blue block furthest away from you.,1419,Configuration_12_v1.png,ambiguous,1
Pick up the third blue block from your right.,1497,Configuration_12_v1.png,agent,1
pick up the next to the farthest blue block,1561,Configuration_12_v1.png,neither,1
Pick the blue block that is farthest from you and right above the orange block,350,Configuration_12_v1.png,ambiguous,2
blue block in the back of all the other blocks,8,Configuration_12_v1.png,ambiguous,1
Pick up the blue block near the opposite side of the table that is between a yellow block and green block.,592,Configuration_12_v1.png,ambiguous,1
Pick up the blue block that is next to the other blue block and by the orange block.,1328,Configuration_12_v1.png,neither,2
"There are 2 blue blocks far from you that are touching or almost touching each other. Of those 2 blue blocks, pick up the one on the left.",952,Configuration_12_v1.png,ambiguous,1
pick up the blue cube that is the second furthest away from you,570,Configuration_12_v1.png,neither,1
Pick up the farthest blue block from you that is directly above the orange block.,934,Configuration_12_v1.png,ambiguous,2
pick up the blue block at the front center of the table,1345,Configuration_12_v1.png,ambiguous,2
Pick up the blue block that is the second closest to me.,1266,Configuration_12_v1.png,neither,1
"Of the two purple blocks closest to me, pick up the one that is closest to you.",980,Configuration_12_v1.png,neither,1
Pick up the blue block that is just closer than the farthest blue block from you.,876,Configuration_12_v1.png,neither,1
Pick up the blue block that is on the top left.,1380,Configuration_12_v1.png,ambiguous,2
Pick up the topmost blue block,105,Configuration_12_v2.png,ambiguous,2
Pick up the blue cube closest to me on your right.,215,Configuration_12_v2.png,agent,1
Pick up the Blue Block that is furthest away from you.,309,Configuration_12_v2.png,neither,1
"Pick up the purple block that is the furthest away from you, this block is also the second purple block that you see looking from your right and going left.",355,Configuration_12_v2.png,agent,1
Pick up the blue block that is farthest away from you.,445,Configuration_12_v2.png,neither,1
Pick up the blue block that is furthest from you.,499,Configuration_12_v2.png,neither,1
Pick up the blue block furthest from you.,643,Configuration_12_v2.png,neither,1
pick up the blue block that is closest to me on your right,705,Configuration_12_v2.png,agent,1
Pick up the blue block directly in front of me.,775,Configuration_12_v2.png,neither,2
Pick up the blue block farthest from you.,807,Configuration_12_v2.png,neither,1
The one you want is the blue one that is the furthest from you.  There are two next to each other and you want the one on your right,831,Configuration_12_v2.png,agent,1
Pick up the blue block that is above the yellow block and the furthest from you.,859,Configuration_12_v2.png,ambiguous,1
Pick up the blue block that is the furthermost block away from you on the table.,991,Configuration_12_v2.png,neither,1
pick the highest blue block,1193,Configuration_12_v2.png,neither,2
Pickup the blue block that is farthest away.,1219,Configuration_12_v2.png,neither,1
Grab the blue block that is the farthest away from you.,1255,Configuration_12_v2.png,neither,1
There are two blue blocks directly in front of me. Pick up the one that is further to your right and directly behind the yellow block.,1281,Configuration_12_v2.png,agent,1
Pick up the blue block that is closest to me on your right.,1309,Configuration_12_v2.png,agent,1
Please pick up the blue block that is closest to me on your right.,617,Configuration_12_v2.png,agent,1
Pick up the blue block that is closest to me.,959,Configuration_12_v2.png,neither,1
"Pick up the blue block that is the farthest way from you, or closest to me.",841,Configuration_12_v2.png,neither,1
Pick up the blue block farthest away from you.,297,Configuration_12_v2.png,neither,1
Pick up the furthest away blue block.,1185,Configuration_12_v2.png,neither,1
"Pick up the blue block that is the furthest away from you, directly behind the yellow block.",697,Configuration_12_v2.png,ambiguous,1
Grab the block that is the farthest away from you.,1147,Configuration_12_v2.png,neither,1
Pick up the blue block closest to me.,119,Configuration_12_v2.png,neither,1
Pick up the fartherest blue block. It is the one directly flanked by a yellow block.,1109,Configuration_12_v2.png,neither,1
I would tell the robot to pick up the blue block directly in front of him that is to the left of another blue block,53,Configuration_12_v2.png,ambiguous,1
Pick up the blue block that is farthest from you.,253,Configuration_12_v2.png,neither,1
Pick up the blue block that is furthest away from you.  It is the blue block that is closest to the yellow block that is furthest away from you.,889,Configuration_12_v2.png,neither,1
Pick up the blue block furthest away from you.,187,Configuration_12_v2.png,neither,1
Pick up the blue block which is farthest from you.,371,Configuration_12_v2.png,neither,1
Look at the arrangement of blocks on the table and pick up the blue block which is closest to you and is furthest to the left.,543,Configuration_12_v2.png,ambiguous,1
Pick the blue block farthest away from you.,243,Configuration_12_v2.png,neither,1
Narrow search to only blue blocks. Find the blue block that is closest to the opposite end of the table. Pick it up.,793,Configuration_12_v2.png,ambiguous,2
Pick up the blue block furthest from you in the center of the table,401,Configuration_12_v2.png,neither,1
Pick up the blue block that is closest to me.,129,Configuration_12_v2.png,neither,1
Find the two blue blocks farthest away from you and pick up the one on the right.,93,Configuration_12_v2.png,ambiguous,1
Pick up the block furthest from you.,273,Configuration_12_v2.png,neither,1
Grab the blue block that is closest to you.,141,Configuration_12_v2.png,neither,1
blue block furthest at the bottom right below yellow block.,165,Configuration_12_v2.png,ambiguous,1
Pick up the blue block closest to me on my left hand side.,1299,Configuration_12_v2.png,user,1
Pick up the blue block closest to me,649,Configuration_12_v2.png,neither,1
Pick up the blue block that is the farthest away from you.,483,Configuration_12_v2.png,neither,1
Pick up the orange block one that is nearest you.,28,Configuration_13_v1.png,neither,1
Please pick up the orange block that is located directly behind the yellow block positioned at your far right on the table.,62,Configuration_13_v1.png,agent,1
From your perspective i would pick the closest orange block to yourself.,76,Configuration_13_v1.png,agent,1
pick up right arm and pick up 2nd block from the back.,180,Configuration_13_v1.png,ambiguous,2
Pick up the orange block that is the closest to you,286,Configuration_13_v1.png,neither,1
"Pick up the closest orange block that you see in front of you. There are three orange blocks total, you want to the one  that is more closer to you than the other.",358,Configuration_13_v1.png,agent,1
grab the orange block closest to you.,416,Configuration_13_v1.png,neither,1
"Look at the group of 3 orange boxes. Grab the one that is closest to you, the one nearly touching the yellow block.",424,Configuration_13_v1.png,neither,1
Pick up the orange block that is second from the right.,496,Configuration_13_v1.png,ambiguous,1
pick up the orange block near to the yellow block.,532,Configuration_13_v1.png,neither,2
The block is on the left side of the table towards the bottom. It is between the 1st and 3rd block from the bottom.,550,Configuration_13_v1.png,ambiguous,2
Pick up the orange block closest to you.,642,Configuration_13_v1.png,neither,1
"Pick up the orange block nearest to you, the one second from your right.",662,Configuration_13_v1.png,agent,1
pick up the orange block closest to you.,710,Configuration_13_v1.png,neither,1
Pick up the orange block closest to you,722,Configuration_13_v1.png,neither,1
"In front of me are three orange blocks. Pick up the one in the middle, the one closest to you.",776,Configuration_13_v1.png,neither,1
You want the orange one closest to you in the grouping of the three.,832,Configuration_13_v1.png,neither,1
Pick up the orange block that is closest to you.,856,Configuration_13_v1.png,neither,1
Pick up the orange block that is the closest one to you of the three that are on the back side of the table.,990,Configuration_13_v1.png,ambiguous,1
Pick up the orange block that is closest to you.,1098,Configuration_13_v1.png,neither,1
Find the cluster of orange blocks to your right.  Pick up the orange block that is closest to you of the three.,890,Configuration_13_v1.png,agent,1
There are 2 orange blocks that are touching or are very close together. Pick up the block of those 2 that is closest to you.,944,Configuration_13_v1.png,neither,1
Pick up the orange block that is in between the yellow and orange blocks on your far right hand side.,1274,Configuration_13_v1.png,agent,1
pick the orange block closest to you.,252,Configuration_13_v1.png,neither,1
Pick up orange block that is the most near you.,1136,Configuration_13_v1.png,neither,1
"Pick up the orange block that is closest to you, or farthest from me.",842,Configuration_13_v1.png,neither,1
Pick up the orange block that is in the middle of the three orange blocks.,1290,Configuration_13_v1.png,neither,1
There are three orange blocks. Pick up the one closest to you.,1084,Configuration_13_v1.png,neither,1
Pick up the orange block that is closest to you.,114,Configuration_13_v1.png,neither,1
Pick up the orange block that is second from the right from your view.,238,Configuration_13_v1.png,agent,1
grab the orange block that is right above the furthest most orange block on the left.,158,Configuration_13_v1.png,ambiguous,1
You want to pick up the orange block that is in between the other orange blocks.,1110,Configuration_13_v1.png,neither,1
Look at the orange blocks which are on the table.  Please pick up the orange block which is below and to the right of the left most yellow block.,546,Configuration_13_v1.png,ambiguous,1
Look for an orange block. Pick up the orange block that is closest to you.,1036,Configuration_13_v1.png,neither,1
There are three orange blocks in front of me.  Please pick up the middle orange block.,618,Configuration_13_v1.png,neither,1
Grab the orange block that is in the middle of the cluster of 3 orange blocks.,150,Configuration_13_v1.png,neither,1
Pick up the 1st orange block that is in front of the orange block,404,Configuration_13_v1.png,ambiguous,3
Pick up the middle orange block,656,Configuration_13_v1.png,neither,1
There are three orange blocks in the center of the table. Pick up the orange block that is closest to you.,514,Configuration_13_v1.png,neither,1
Pick up the orange block on the right side that is between the yellow block and two other orange blocks.,458,Configuration_13_v1.png,ambiguous,2
Pick up the nearest orange block.,1188,Configuration_13_v1.png,neither,3
Pick up the orange block closest to you,928,Configuration_13_v1.png,neither,1
Pick up the closest orange block.,278,Configuration_13_v1.png,neither,3
"Of the three orange blocks, pick up the one closest to you.",974,Configuration_13_v1.png,neither,1
Pick up the orange block that is the closest to you of the three orange blocks.,256,Configuration_13_v1.png,neither,1
the four yellow blocks in the center? it's the one in the top and to your left.,1582,Configuration_13_v2.png,agent,1
Pick up the yellow block that is in between 3 other yellow blocks and next to a green block.,325,Configuration_13_v2.png,neither,1
Pick up the yellow block that is directly to the right of a green block.,1069,Configuration_13_v2.png,ambiguous,2
"pick the yellow block, third from the left",1203,Configuration_13_v2.png,ambiguous,4
"There are two green blocks right next to each other. One of these green blocks is touching a yellow block. Pick up the yellow block it is touching. This yellow block is next to a bunch of other yellow blocks, but you want to pick up the one that is touching a green block.",41,Configuration_13_v2.png,neither,1
grab the second yellow  block from the left that is touching the green block.,1439,Configuration_13_v2.png,ambiguous,2
Pick up the block located at the southeast of the second green block from the top.,1335,Configuration_13_v2.png,ambiguous,2
"Move the blue and yellow blocks out of the way, then drag the other yellow block toward you.",1037,Configuration_13_v2.png,neither,7
"From your point of view, grab the second yellow block directly behind the left most blue block.",1155,Configuration_13_v2.png,agent,1
Pick up the closer yellow block that's touching a green block.,1063,Configuration_13_v2.png,neither,2
Pick up the block on your left side thats in the middle.,1499,Configuration_13_v2.png,agent,7
"Raise your right hand in the air, reach directly across the table and touch the first yellow block that is directly adjacent to the green block .",583,Configuration_13_v2.png,agent,1
pick up the yellow cube that's touching the green cube but not the yellow cube that's closest to me!,217,Configuration_13_v2.png,neither,1
"The yellow block in the center, it is sitting next to a green block",1165,Configuration_13_v2.png,neither,1
Pick up the yellow block that closest to a green block.,443,Configuration_13_v2.png,neither,1
Pick up the yellow block directly to the right of the bottom green block,101,Configuration_13_v2.png,ambiguous,2
Pick up the yellow block on the left in the second row of yellow.,809,Configuration_13_v2.png,ambiguous,3
"In the row that goes blue, yellow, yellow, green, green, yellow, pick up the first yellow that touches the green.",681,Configuration_13_v2.png,neither,1
Pick the Yellow Block which has the majority of its left side touched by a green block.,319,Configuration_13_v2.png,ambiguous,1
Pickup the yellow block that is near the middle and nearest to the green blocks.,1221,Configuration_13_v2.png,neither,1
of the four yellow block in the center pick up the one on your top right,747,Configuration_13_v2.png,agent,1
I would ask them to pick the fourth block on that's in front of them.,1465,Configuration_13_v2.png,neither,2
"On your left hand side, count 2 blocks, then grab the one immediately after it.",1529,Configuration_13_v2.png,agent,3
pick up the closest yellow cube to you that is touching a green cube,571,Configuration_13_v2.png,neither,1
Pick up the yellow block that is directly right of the bottom green block.,1384,Configuration_13_v2.png,ambiguous,2
yellow block right in the middle surrounded by many blocks.,5,Configuration_13_v2.png,neither,3
Pick up the yellow block that is exactly 3rd in order of distance from you,869,Configuration_13_v2.png,neither,1
Pick up the yellow block just to the right of both green blocks,1348,Configuration_13_v2.png,ambiguous,2
Pick up the yellow block in the cluster of four yellow blocks that is adjacent to the green block.,373,Configuration_13_v2.png,neither,1
Pick up the yellow block  to the left of the green block farthest from you.,1544,Configuration_13_v2.png,ambiguous,1
Pick up the yellow block directly to the right of the green block that is closest to you.,767,Configuration_13_v2.png,ambiguous,1
Pick up the yellow block that is closest to the green block nearest to you.,1482,Configuration_13_v2.png,neither,1
Pick up the yellow block that is closest to a green block.,913,Configuration_13_v2.png,neither,1
Pick up the yellow block that is touching sides with a green block.,1520,Configuration_13_v2.png,neither,1
Take the yellow block that touches a green block and other yellow blocks.,813,Configuration_13_v2.png,neither,1
Find the closest blue block in front of you. Pick up the second yellow block directly behind the blue block.,95,Configuration_13_v2.png,ambiguous,1
Pick up the yellow block which is to the right of the green block closest to you.,1303,Configuration_13_v2.png,ambiguous,2
Find the only two green blocks. Pick up the yellow block in front of and just to the right of those green blocks.,1209,Configuration_13_v2.png,ambiguous,1
Pick up the yellow block touching the closest green block to you.,191,Configuration_13_v2.png,neither,1
